time_s,time_h,row_kind,radius_cm,r=0 cm,r=0.1 cm,r=0.2 cm,r=0.3 cm,r=0.4 cm,r=0.5 cm,r=0.6 cm,r=0.7 cm,r=0.8 cm,r=0.9 cm,r=1 cm,r=1.1 cm,r=1.2 cm,r=1.3 cm,r=1.4 cm,r=1.5 cm,r=1.6 cm,r=1.7 cm,r=1.8 cm,r=1.9 cm,r=2 cm,surface_C
183913.49853515625,51.087082926432295,endpoint,1.2,0.1500,0.1497,0.1486,0.1469,0.1445,0.1413,0.1372,0.1321,0.1259,0.1181,0.1081,0.0936,0.0526,,,,,,,,,0.0526
