time_s,time_h,radius_m,max_C,max_r_m,C_center,C_surface,mean_C,loss_cumulative,water_balance,valid_fixed_positions,interval_mean_C,interval_loss,steps,iterations,rejections,min_dt_s,max_dt_s,worst_scaled_residual,damped_iterations
75720.0,21.033333333333335,0.012079333333333333,0.33336731629152694,0.0,0.33336731629152694,0.07509769797963536,0.23503941034986964,2.3149605896493677,-7.625011733125575e-13,61,0.23503941034986964,0.00019968402723078877,1920.0,5760.0,0.0,0.03125,0.03125,0.00012106128836203734,0.0
75780.0,21.05,0.012079,0.3330392953672132,0.0,0.3330392953672132,0.07504147944161056,0.23484016831925203,2.3151598316799857,-7.620570841027074e-13,61,0.23484016831925203,0.00019924203061804383,1920.0,5760.0,0.0,0.03125,0.03125,0.0001211025277333495,0.0
75840.0,21.066666666666666,0.012078666666666665,0.3327120315306597,0.0,0.3327120315306597,0.07498543817461373,0.2346413668979609,2.315358633101276,-7.629452625224076e-13,61,0.2346413668979609,0.000198801421290524,1920.0,5760.0,0.0,0.03125,0.03125,0.0001211365908791631,0.0
75900.0,21.083333333333332,0.012078333333333332,0.3323855223842619,0.0,0.3323855223842619,0.07492957348439064,0.2344430047041286,2.315556995295109,-7.620570841027074e-13,61,0.2344430047041286,0.00019836219383263917,1920.0,5760.0,0.0,0.03125,0.03125,0.0001211734074724756,0.0
75960.0,21.1,0.012078000000000002,0.33205976553957306,0.0,0.33205976553957306,0.07487388467982417,0.23424508036127528,2.3157549196379623,-7.620570841027074e-13,61,0.23424508036127528,0.00019792434285319376,1920.0,5760.0,0.0,0.03125,0.03125,0.00012121111358692164,0.0
76020.0,21.116666666666667,0.012077666666666667,0.33173475861726387,0.0,0.33173475861726387,0.07481837107291875,0.23404759249828969,2.3159524075009474,-7.625011733125575e-13,61,0.23404759249828969,0.00019748786298527172,1920.0,5760.0,0.0,0.03125,0.03125,0.00012124227601395386,0.0
76080.0,21.133333333333333,0.012077333333333332,0.3314104992470812,0.0,0.3314104992470812,0.07476303197878542,0.23385053974940428,2.3161494602498336,-7.620570841027074e-13,61,0.23385053974940428,0.00019705274888611528,1920.0,5760.0,0.0,0.03125,0.03125,0.000121276516706472,0.0
76140.0,21.15,0.012077,0.3310869850678137,0.0,0.3310869850678137,0.07470786671562668,0.23365392075416735,2.3163460792450707,-7.616129948928574e-13,61,0.23365392075416735,0.00019661899523701153,1920.0,5760.0,0.0,0.03125,0.03125,0.00012130457821228825,0.0
76200.0,21.166666666666668,0.012076666666666666,0.3307642137272487,0.0,0.3307642137272487,0.07465287460472161,0.233457734157424,2.316542265841814,-7.620570841027074e-13,61,0.233457734157424,0.00019618659674317505,1920.0,5760.0,0.0,0.03125,0.03125,0.0001213409004763124,0.0
76260.0,21.183333333333334,0.012076333333333333,0.3304421828821379,0.0,0.3304421828821379,0.0745980549704108,0.23326197860929065,2.3167380213899476,-7.616129948928574e-13,61,0.23326197860929065,0.00019575554813363363,1920.0,5760.0,0.0,0.03125,0.03125,0.00012136190242114419,0.0
76320.0,21.2,0.012076,0.3301208901981563,0.0,0.3301208901981563,0.07454340714008173,0.23306665276512945,2.3169333472341087,-7.616129948928574e-13,61,0.23306665276512945,0.00019532584416111128,1920.0,5760.0,0.0,0.03125,0.03125,0.0001213857704696228,0.0
76380.0,21.216666666666665,0.012075666666666667,0.32980033334986475,0.0,0.32980033334986475,0.07448893044415376,0.23287175528552778,2.3171282447137105,-7.616129948928574e-13,61,0.23287175528552778,0.0001948974796019153,1920.0,5760.0,0.0,0.03125,0.03125,0.00012141996509215009,0.0
76440.0,21.233333333333334,0.012075333333333334,0.32948051002067263,0.0,0.32948051002067263,0.07443462421606366,0.23267728483627206,2.3173227151629665,-7.611689056830073e-13,61,0.23267728483627206,0.0001944704492558231,1920.0,5760.0,0.0,0.03125,0.03125,0.0001214464944662006,0.0
76500.0,21.25,0.012075,0.32916141790279846,0.0,0.32916141790279846,0.07438048779225058,0.23248324008832627,2.3175167599109123,-7.611689056830073e-13,61,0.23248324008832627,0.00019404474794596443,1920.0,5760.0,0.0,0.03125,0.03125,0.00012145924631104578,0.0
76560.0,21.266666666666666,0.012074666666666666,0.3288430546972346,0.0,0.3288430546972346,0.07432652051214193,0.2322896197178078,2.317710380281431,-7.607248164731573e-13,61,0.2322896197178078,0.0001936203705187145,1920.0,5760.0,0.0,0.03125,0.03125,0.00012148718052111028,0.0
76620.0,21.283333333333335,0.012074333333333334,0.32852541811370867,0.0,0.32852541811370867,0.0742727217181385,0.23209642240596412,2.317903577593275,-7.607248164731573e-13,61,0.23209642240596412,0.0001931973118435768,1920.0,5760.0,0.0,0.03125,0.03125,0.0001215028798712612,0.0
76680.0,21.3,0.012074,0.3282085058706463,0.0,0.3282085058706463,0.07421909075560029,0.2319036468391511,2.318096353160088,-7.607248164731573e-13,61,0.2319036468391511,0.0001927755668130736,1920.0,5760.0,0.0,0.03125,0.03125,0.00012152399920834971,0.0
76740.0,21.316666666666666,0.012073666666666668,0.3278923156951336,0.0,0.3278923156951336,0.07416562697283191,0.23171129170880841,2.3182887082904307,-7.607248164731573e-13,61,0.23171129170880841,0.00019235513034263348,1920.0,5760.0,0.0,0.03125,0.03125,0.00012153400178176509,0.0
76800.0,21.333333333333332,0.012073333333333333,0.327576845322881,0.0,0.327576845322881,0.07411232972106822,0.23151935571143809,2.318480644287801,-7.607248164731573e-13,61,0.23151935571143809,0.00019193599737047975,1920.0,5760.0,0.0,0.03125,0.03125,0.00012155597300179498,0.0
76860.0,21.35,0.012073,0.32726209249818655,0.0,0.32726209249818655,0.07405919835446044,0.23132783754858074,2.3186721624506585,-7.607248164731573e-13,61,0.23132783754858074,0.0001915181628575217,1920.0,5760.0,0.0,0.03125,0.03125,0.00012157161311340123,0.0
76920.0,21.366666666666667,0.012072666666666669,0.3269480549738981,0.0,0.3269480549738981,0.07400623223006156,0.2311367359267938,2.3188632640724456,-7.602807272633072e-13,61,0.2311367359267938,0.00019110162178724506,1920.0,5760.0,0.0,0.03125,0.03125,0.00012158345788182248,0.0
76980.0,21.383333333333333,0.012072333333333334,0.32663473051137837,0.0,0.32663473051137837,0.07395343070781245,0.2309460495576281,2.319053950441611,-7.607248164731573e-13,61,0.2309460495576281,0.00019068636916559875,1920.0,5760.0,0.0,0.03125,0.03125,0.00012159645843928592,0.0
77040.0,21.4,0.012072,0.3263221168804677,0.0,0.3263221168804677,0.07390079315052767,0.23075577715760706,2.3192442228416317,-7.611689056830073e-13,61,0.23075577715760706,0.00019027240002089088,1920.0,5760.0,0.0,0.03125,0.03125,0.00012160661564805841,0.0
77100.0,21.416666666666668,0.012071666666666668,0.32601021185944934,0.0,0.32601021185944934,0.07384831892388172,0.2305659174482034,2.3194340825510356,-7.607248164731573e-13,61,0.2305659174482034,0.0001898597094036759,1920.0,5760.0,0.0,0.03125,0.03125,0.00012161635857722563,0.0
77160.0,21.433333333333334,0.012071333333333335,0.3256990132350106,0.0,0.3256990132350106,0.07379600739639473,0.23037646915581655,2.319623530843422,-7.611689056830073e-13,61,0.23037646915581655,0.00018944829238665115,1920.0,5760.0,0.0,0.03125,0.03125,0.00012162349336565567,0.0
77220.0,21.45,0.012071000000000002,0.32538851880221026,0.0,0.32538851880221026,0.07374385793941904,0.23018743101175243,2.3198125689874867,-7.607248164731573e-13,61,0.23018743101175243,0.00018903814406454552,1920.0,5760.0,0.0,0.03125,0.03125,0.00012162754059740467,0.0
77280.0,21.466666666666665,0.012070666666666667,0.3250787263644415,0.0,0.3250787263644415,0.07369186992712513,0.22999880175219822,2.3200011982470405,-7.611689056830073e-13,61,0.22999880175219822,0.00018862925955401492,1920.0,5760.0,0.0,0.03125,0.03125,0.00012162999925608824,0.0
77340.0,21.483333333333334,0.012070333333333334,0.32476963373339685,0.0,0.32476963373339685,0.07364004273648787,0.22981058011820524,2.320189419881034,-7.607248164731573e-13,61,0.22981058011820524,0.00018822163399353554,1920.0,5760.0,0.0,0.03125,0.03125,0.00012163885595870018,0.0
77400.0,21.5,0.01207,0.3244612387290309,0.0,0.3244612387290309,0.07358837574727309,0.22962276485566188,2.320377235143577,-7.607248164731573e-13,61,0.22962276485566188,0.00018781526254329657,1920.0,5760.0,0.0,0.03125,0.03125,0.00012164075010758414,0.0
77460.0,21.516666666666666,0.012069655925925928,0.3241535389954776,0.0,0.3241535389954776,0.0735368765301028,0.22943535463966688,2.320564645359572,-7.607248164731573e-13,61,0.22943535463966688,0.000187410215995013,1920.0,5760.0,0.0,0.03125,0.03125,0.00012163657363807058,0.0
77520.0,21.533333333333335,0.012069291851851852,0.3238465314903882,0.0,0.3238465314903882,0.07348555949992443,0.22924834782336106,2.3207516521758778,-7.611689056830073e-13,61,0.22924834782336106,0.00018700681630560395,1920.0,5760.0,0.0,0.03125,0.03125,0.00012159418101124016,0.0
77580.0,21.55,0.01206891,0.3235402131077948,0.0,0.3235402131077948,0.07343442622113294,0.22906174267932336,2.320938257319916,-7.602807272633072e-13,61,0.22906174267932336,0.0001866051440383562,1920.0,5760.0,0.0,0.03125,0.03125,0.00012152663271645475,0.0
77640.0,21.566666666666666,0.012068512592592591,0.3232345808707892,0.0,0.3232345808707892,0.07338347516098731,0.22887553751862816,2.3211244624806104,-7.611689056830073e-13,61,0.22887553751862816,0.00018620516069443093,1920.0,5760.0,0.0,0.03125,0.03125,0.00012147835867926839,0.0
77700.0,21.583333333333332,0.01206810185185185,0.3229296319301634,0.0,0.3229296319301634,0.0733327036477706,0.2286897307053546,2.321310269293884,-7.611689056830073e-13,61,0.2286897307053546,0.00018580681327382104,1920.0,5760.0,0.0,0.03125,0.03125,0.00012141052949364556,0.0
77760.0,21.6,0.012067680000000003,0.32262536356306254,0.0,0.32262536356306254,0.07328210842547578,0.22850432066278978,2.3214956793364494,-7.607248164731573e-13,61,0.22850432066278978,0.00018541004256545377,1920.0,5760.0,0.0,0.03125,0.03125,0.00012136121752424748,0.0
77820.0,21.616666666666667,0.012067249259259259,0.32232177317165417,0.0,0.32232177317165417,0.0732316858962962,0.2283193058767069,2.321680694122532,-7.607248164731573e-13,61,0.2283193058767069,0.00018501478608266584,1920.0,5760.0,0.0,0.03125,0.03125,0.00012130848832215479,0.0
77880.0,21.633333333333333,0.012066811851851851,0.32201885828181687,0.0,0.32201885828181687,0.07318143224818348,0.22813468489724106,2.321865315101998,-7.607248164731573e-13,61,0.22813468489724106,0.0001846209794661428,1920.0,5760.0,0.0,0.03125,0.03125,0.00012126925244915818,0.0
77940.0,21.65,0.012066370000000002,0.3217166165418395,0.0,0.3217166165418395,0.07313134352989667,0.22795045633997912,2.32204954365926,-7.607248164731573e-13,61,0.22795045633997912,0.00018422855726194675,1920.0,5760.0,0.0,0.03125,0.03125,0.00012122894740702462,0.0
78000.0,21.666666666666668,0.012065925925925926,0.3214150457211331,0.0,0.3214150457211331,0.07308141569867183,0.22776661888658342,2.322233381112656,-7.607248164731573e-13,61,0.22776661888658342,0.00018383745339569686,1920.0,5760.0,0.0,0.03125,0.03125,0.00012119402485755358,0.0
78060.0,21.683333333333334,0.012065481851851852,0.32111414370895885,0.0,0.32111414370895885,0.07303164465224975,0.22758317128510228,2.3224168287141373,-7.602807272633072e-13,61,0.22758317128510228,0.0001834476014813707,1920.0,5760.0,0.0,0.03125,0.03125,0.00012117371832645026,0.0
78120.0,21.7,0.012065039999999999,0.3208139085131668,0.0,0.3208139085131668,0.07298202625133905,0.22740011235006952,2.32259988764917,-7.602807272633072e-13,61,0.22740011235006952,0.0001830589350325943,1920.0,5760.0,0.0,0.03125,0.03125,0.00012115334811143595,0.0
78180.0,21.716666666666665,0.012064602592592594,0.320514338258945,0.0,0.320514338258945,0.07293255633591685,0.22721744096245686,2.3227825590367828,-7.602807272633072e-13,61,0.22721744096245686,0.00018267138761290035,1920.0,5760.0,0.0,0.03125,0.03125,0.00012113528486879751,0.0
78240.0,21.733333333333334,0.012064171851851851,0.32021543118758083,0.0,0.32021543118758083,0.07288323073738631,0.2270351560695111,2.3229648439297286,-7.602807272633072e-13,61,0.2270351560695111,0.00018228489294591177,1920.0,5760.0,0.0,0.03125,0.03125,0.00012113884313050937,0.0
78300.0,21.75,0.01206375,0.3199171856552312,0.0,0.3199171856552312,0.07283404528785344,0.22685325668451306,2.3231467433147266,-7.602807272633072e-13,61,0.22685325668451306,0.000181899384998234,1920.0,5760.0,0.0,0.03125,0.03125,0.00012114899209511228,0.0
78360.0,21.766666666666666,0.01206333925925926,0.3196196001317009,0.0,0.3196196001317009,0.07278499582734083,0.22667174188646952,2.32332825811277,-7.602807272633072e-13,61,0.22667174188646952,0.00018151479804315394,1920.0,5760.0,0.0,0.03125,0.03125,0.0001211594215167571,0.0
78420.0,21.783333333333335,0.01206294185185185,0.3193226731992344,0.0,0.3193226731992344,0.0727360782094879,0.22649061081975924,2.3235093891794802,-7.602807272633072e-13,61,0.22649061081975924,0.00018113106671050505,1920.0,5760.0,0.0,0.03125,0.03125,0.00012118389971439731,0.0
78480.0,21.8,0.01206256,0.3190264035513105,0.0,0.3190264035513105,0.07268728830611718,0.22630986269373266,2.3236901373055066,-7.607248164731573e-13,61,0.22630986269373266,0.00018074812602633593,1920.0,5760.0,0.0,0.03125,0.03125,0.00012121640020744887,0.0
78540.0,21.816666666666666,0.012062195925925926,0.3187307899914442,0.0,0.3187307899914442,0.07263862201093658,0.22612949678228805,2.3238705032169515,-7.602807272633072e-13,61,0.22612949678228805,0.0001803659114449277,1920.0,5760.0,0.0,0.03125,0.03125,0.00012125009137215003,0.0
78600.0,21.833333333333332,0.012061851851851851,0.3184358314320021,0.0,0.3184358314320021,0.07259007524257158,0.2259495124234131,2.3240504875758266,-7.602807272633072e-13,61,0.2259495124234131,0.0001799843588749849,1920.0,5760.0,0.0,0.03125,0.03125,0.00012130343664075505,0.0
78660.0,21.85,0.012061529999999999,0.31814152689301434,0.0,0.31814152689301434,0.07254164394707058,0.22576990901871163,2.324230090980528,-7.602807272633072e-13,61,0.22576990901871163,0.000179603404701329,1920.0,5760.0,0.0,0.03125,0.03125,0.00012134856556695533,0.0
78720.0,21.866666666666667,0.012061232592592593,0.31784787550100047,0.0,0.31784787550100047,0.07249332409999326,0.2255906860329085,2.324409313966331,-7.602807272633072e-13,61,0.2255906860329085,0.00017922298580307707,1920.0,5760.0,0.0,0.03125,0.03125,0.00012140476466195777,0.0
78780.0,21.883333333333333,0.012060961851851851,0.317554876487793,0.0,0.317554876487793,0.07244511170816127,0.22541184299334005,2.3245881570059,-7.593925488436071e-13,61,0.22541184299334005,0.00017884303956905678,1920.0,5760.0,0.0,0.03125,0.03125,0.00012148617028814034,0.0
78840.0,21.9,0.01206072,0.31726252918937414,0.0,0.31726252918937414,0.07239700281113741,0.22523337948942895,2.324766620509811,-7.598366380534571e-13,61,0.22523337948942895,0.00017846350391103268,1920.0,5760.0,0.0,0.03125,0.03125,0.00012155851398674354,0.0
78900.0,21.916666666666668,0.012060509259259259,0.3169708330447059,0.0,0.3169708330447059,0.07234899348248042,0.22505529517215356,2.3249447048270864,-7.598366380534571e-13,61,0.22505529517215356,0.00017808431727517443,1920.0,5760.0,0.0,0.03125,0.03125,0.00012165875656551269,0.0
