time_s,time_h,max_C,max_r_m,C_center,C_surface,mean_C,loss_cumulative,water_balance,interval_mean_C,interval_loss,steps,iterations,rejections,min_dt_s,max_dt_s,worst_scaled_residual,damped_iterations
154680.0,42.96666666666667,0.17021697311039097,0.0,0.17021697311039097,0.054637998743387685,0.1389221420292224,2.411077857969375,-1.4024337247064977e-12,0.1389221420292224,2.2270961956547064e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.011002822376713668,0.0
154740.0,42.983333333333334,0.17018587744106356,0.0,0.17018587744106356,0.05463443064765116,0.13889988820494525,2.4111001117936497,-1.4050982599655981e-12,0.13889988820494525,2.2253824274772344e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.01098193050613841,0.0
154800.0,43.0,0.1701548066102047,0.0,0.1701548066102047,0.054630867057005414,0.13887765149670647,2.411122348501886,-1.4077627952246985e-12,0.13887765149670647,2.223670823621595e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.01096106060694957,0.0
154860.0,43.016666666666666,0.17012376058560882,0.0,0.17012376058560882,0.05462730796363561,0.13885543188290073,2.411144568115689,-1.4104273304837989e-12,0.13885543188290073,2.2219613803322902e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010940260272273615,0.0
154920.0,43.03333333333333,0.17009273933512395,0.0,0.17009273933512395,0.05462375335974343,0.13883322934195946,2.4111667706566275,-1.4126477765330492e-12,0.13883322934195946,2.220254093862185e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010919508391892058,0.0
154980.0,43.05,0.17006174282666325,0.0,0.17006174282666325,0.0546202032375478,0.1388110438523524,2.411188956146232,-1.4153123117921496e-12,0.1388110438523524,2.2185489604721964e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010898815309562559,0.0
155040.0,43.06666666666667,0.17003077102819109,0.0,0.17003077102819109,0.05461665758928524,0.13878887539258564,2.4112111246059964,-1.41797684705125e-12,0.13878887539258564,2.2168459764316972e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010878118015870953,0.0
155100.0,43.083333333333336,0.1699998239077293,0.0,0.1699998239077293,0.054613116407208645,0.13876672394120318,2.4112332760573767,-1.4197532038906502e-12,0.13876672394120318,2.2151451380180864e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010857492911199728,0.0
155160.0,43.1,0.16996890143335783,0.0,0.16996890143335783,0.05460957968358835,0.13874458947678536,2.411255410521792,-1.4228618283596006e-12,0.13874458947678536,2.2134464415170317e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010836921821841667,0.0
155220.0,43.11666666666667,0.16993800357321298,0.0,0.16993800357321298,0.05460604741071075,0.13872247197795076,2.4112775280206242,-1.4246381851990009e-12,0.13872247197795076,2.2117498832220537e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010816423779595161,0.0
155280.0,43.13333333333333,0.16990713029548646,0.0,0.16990713029548646,0.05460251958088022,0.13870037142335387,2.4112996285752186,-1.4273027204581012e-12,0.13870037142335387,2.2100554594349843e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010795896073591734,0.0
155340.0,43.15,0.16987628156842183,0.0,0.16987628156842183,0.05459899618641782,0.13867828779168673,2.4113217122068833,-1.4299672557172016e-12,0.13867828779168673,2.208363166465925e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010775437178370158,0.0
155400.0,43.166666666666664,0.16984545736032855,0.0,0.16984545736032855,0.05459547721966063,0.1386562210616783,2.4113437789368897,-1.4317436125566019e-12,0.1386562210616783,2.20667300063286e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010755042629890856,0.0
155460.0,43.18333333333333,0.16981465763956752,0.0,0.16981465763956752,0.05459196267296342,0.13863417121209304,2.4113658287864723,-1.4344081478157023e-12,0.13863417121209304,2.2049849582617787e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010734629573386483,0.0
155520.0,43.2,0.1697838823745434,0.0,0.1697838823745434,0.05458845253869674,0.1386121382217338,2.4113878617768294,-1.4366285938649526e-12,0.1386121382217338,2.203299035686862e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.01071432441361198,0.0
155580.0,43.21666666666667,0.16975313153373897,0.0,0.16975313153373897,0.05458494680924857,0.13859012206943885,2.4114098779291218,-1.439293129124053e-12,0.13859012206943885,2.2016152292500317e-05,1920.0,3840.0,0.0,0.03125,0.03125,0.010694035489556481,0.0
