time_s,time_h,row_kind,r=0 cm,r=0.1 cm,r=0.2 cm,r=0.3 cm,r=0.4 cm,r=0.5 cm,r=0.6 cm,r=0.7 cm,r=0.8 cm,r=0.9 cm,r=1 cm,r=1.1 cm,r=1.2 cm,r=1.3 cm,r=1.4 cm,r=1.5 cm,r=1.6 cm,r=1.7 cm,r=1.8 cm,r=1.9 cm,r=2 cm
206900.44921875,57.472347005208334,endpoint,0.1500,0.1499,0.1496,0.1492,0.1485,0.1477,0.1466,0.1454,0.1439,0.1422,0.1402,0.1379,0.1353,0.1324,0.1289,0.1249,0.1202,0.1143,0.1068,0.0956,0.0527
