time_s,mean_C,loss_per_initial_dry_mass,steps,iterations,rejections,min_dt,max_dt,max_scaled_residual,damped_iterations,water_balance_residual
1.100000000000000000e+01,2.547835451970675624e+00,1.941901846868237321e-04,7.420000000000000000e+02,2.226000000000000000e+03,0.000000000000000000e+00,1.095902736004461531e-03,1.350253221945178859e-03,1.764354132657761540e-05,0.000000000000000000e+00,-3.552713678800500929e-15
1.200000000000000000e+01,2.547641636369771145e+00,1.938156009066736363e-04,7.400000000000000000e+02,2.220000000000000000e+03,0.000000000000000000e+00,5.248124490169203682e-04,1.354679179346713822e-03,1.805698767752762207e-05,0.000000000000000000e+00,-1.332267629550187849e-15
1.300000000000000000e+01,2.547448178645831174e+00,1.934577239411208781e-04,7.370000000000000000e+02,2.211000000000000000e+03,0.000000000000000000e+00,1.325204721183581569e-03,1.359106297171213101e-03,1.755498353817308002e-05,0.000000000000000000e+00,-4.440892098500626162e-16
1.400000000000000000e+01,2.547255064065677477e+00,1.931145801500862909e-04,7.350000000000000000e+02,2.205000000000000000e+03,0.000000000000000000e+00,7.833386684321652638e-04,1.363546598775683318e-03,1.740289462954712713e-05,0.000000000000000000e+00,-3.996802888650563546e-15
1.500000000000000000e+01,2.547062279509770377e+00,1.927845559019417099e-04,7.330000000000000000e+02,2.198000000000000000e+03,0.000000000000000000e+00,2.539369007248382104e-04,1.367994086471051871e-03,1.780472813099489118e-05,0.000000000000000000e+00,-8.881784197001252323e-15
1.600000000000000000e+01,2.546869813197318866e+00,1.924663124527977354e-04,7.300000000000000000e+02,2.190000000000000000e+03,0.000000000000000000e+00,1.109491607047985440e-03,1.372442644180998450e-03,1.739802954456616670e-05,0.000000000000000000e+00,-7.549516567451064475e-15
1.700000000000000000e+01,2.546677654473154639e+00,1.921587241674978306e-04,7.280000000000000000e+02,2.184000000000000000e+03,0.000000000000000000e+00,6.096105541821827956e-04,1.376904472816850751e-03,1.751529249394895009e-05,0.000000000000000000e+00,-4.440892098500626162e-15
1.800000000000000000e+01,2.546485793639316153e+00,1.918608338342944677e-04,7.260000000000000000e+02,2.177000000000000000e+03,0.000000000000000000e+00,1.223312546123622724e-04,1.381373486050352936e-03,1.763521186466508687e-05,0.000000000000000000e+00,-8.881784197001252323e-15
1.900000000000000000e+01,2.546294221819652037e+00,1.915718196632017862e-04,7.230000000000000000e+02,2.169000000000000000e+03,0.000000000000000000e+00,1.033546816167074667e-03,1.385843478011679602e-03,1.796953816128939337e-05,0.000000000000000000e+00,-9.769962616701377556e-15
2.000000000000000000e+01,2.546102930850167922e+00,1.912909694829175225e-04,7.210000000000000000e+02,2.163000000000000000e+03,0.000000000000000000e+00,5.760846762079552263e-04,1.390326828897570696e-03,1.751401976641380552e-05,0.000000000000000000e+00,-1.065814103640150279e-14
2.100000000000000000e+01,2.545911913188646736e+00,1.910176615186803600e-04,7.190000000000000000e+02,2.156000000000000000e+03,0.000000000000000000e+00,1.313617420990453866e-04,1.394817362875726014e-03,1.784764479886258203e-05,0.000000000000000000e+00,-1.332267629550187849e-14
2.200000000000000000e+01,2.545721161839428870e+00,1.907513492176663578e-04,7.160000000000000000e+02,2.148000000000000000e+03,0.000000000000000000e+00,1.098736512993525594e-03,1.399308783412512528e-03,1.786182595182472679e-05,0.000000000000000000e+00,-1.332267629550187849e-14
2.300000000000000000e+01,2.545530670290632180e+00,1.904915487997279277e-04,7.140000000000000000e+02,2.142000000000000000e+03,0.000000000000000000e+00,6.841271470996446169e-04,1.403813651729326388e-03,1.752802977519081604e-05,0.000000000000000000e+00,-1.065814103640150279e-14
2.400000000000000000e+01,2.545340432460867053e+00,1.902378297605472200e-04,7.120000000000000000e+02,2.135000000000000000e+03,0.000000000000000000e+00,2.823944236993725099e-04,1.408325701620884206e-03,1.776396162500797112e-05,0.000000000000000000e+00,-1.509903313490212895e-14
2.500000000000000000e+01,2.545150442653797196e+00,1.899898070697969251e-04,7.090000000000000000e+02,2.127000000000000000e+03,0.000000000000000000e+00,1.306426690462103579e-03,1.412838545015372054e-03,1.782051051526893298e-05,0.000000000000000000e+00,-1.509903313490212895e-14
2.600000000000000000e+01,2.544960695519128624e+00,1.897471346704141003e-04,7.070000000000000000e+02,2.121000000000000000e+03,0.000000000000000000e+00,9.351039071425759630e-04,1.417364925906232712e-03,1.791762434644739708e-05,0.000000000000000000e+00,-1.332267629550187849e-14
2.700000000000000000e+01,2.544771186019118225e+00,1.895095000070839454e-04,7.050000000000000000e+02,2.115000000000000000e+03,0.000000000000000000e+00,5.767951870794263414e-04,1.421898486842186138e-03,1.778545646744709614e-05,0.000000000000000000e+00,-1.643130076445231680e-14
2.800000000000000000e+01,2.544581909399246999e+00,1.892766198686559654e-04,7.030000000000000000e+02,2.108000000000000000e+03,0.000000000000000000e+00,2.315439402522656565e-04,1.426439227343353610e-03,1.774675878440197860e-05,0.000000000000000000e+00,-1.909583602355269250e-14
2.900000000000000000e+01,2.544392861162621866e+00,1.890482366259062165e-04,7.000000000000000000e+02,2.100000000000000000e+03,0.000000000000000000e+00,1.330380722293966755e-03,1.430980635905079778e-03,1.756499493138111051e-05,0.000000000000000000e+00,-1.820765760385256726e-14
3.000000000000000000e+01,2.544204037047531397e+00,1.888241150874891061e-04,6.980000000000000000e+02,2.094000000000000000e+03,0.000000000000000000e+00,1.015929744600185813e-03,1.435535702978681279e-03,1.767272638502227411e-05,0.000000000000000000e+00,-2.131628207280300558e-14
3.100000000000000000e+01,2.544015433007790872e+00,1.886040397429335116e-04,6.960000000000000000e+02,2.088000000000000000e+03,0.000000000000000000e+00,7.146736397203312663e-04,1.440097948071828934e-03,1.772249846563577275e-05,0.000000000000000000e+00,-1.909583602355269250e-14
3.200000000000000000e+01,2.543827045195091507e+00,1.883878126951966860e-04,6.940000000000000000e+02,2.081000000000000000e+03,0.000000000000000000e+00,4.266558112604457165e-04,1.444667370699507722e-03,1.787336994749821989e-05,0.000000000000000000e+00,-2.309263891220325604e-14
3.300000000000000000e+01,2.543638869943444458e+00,1.881752516483817456e-04,6.920000000000000000e+02,2.075000000000000000e+03,0.000000000000000000e+00,1.519196613983808675e-04,1.449243970375455569e-03,1.779481722626931824e-05,0.000000000000000000e+00,-2.176037128265306819e-14
3.400000000000000000e+01,2.543450903755168913e+00,1.879661882713096167e-04,6.890000000000000000e+02,2.067000000000000000e+03,0.000000000000000000e+00,1.344336337346874188e-03,1.453821079080677226e-03,1.791452977586749755e-05,0.000000000000000000e+00,-2.620126338115369435e-14
3.500000000000000000e+01,2.543263143288475359e+00,1.877604666925714201e-04,6.870000000000000000e+02,2.061000000000000000e+03,0.000000000000000000e+00,1.100884697329718165e-03,1.458411999782062646e-03,1.788882149513980902e-05,0.000000000000000000e+00,-2.708944180085381959e-14
3.600000000000000000e+01,2.543075585346261658e+00,1.875579422144096908e-04,6.850000000000000000e+02,2.055000000000000000e+03,0.000000000000000000e+00,8.708521088536258503e-04,1.463010095966154342e-03,1.797418194849279271e-05,0.000000000000000000e+00,-2.620126338115369435e-14
3.700000000000000000e+01,2.542888226865946955e+00,1.873584803124077845e-04,6.830000000000000000e+02,2.049000000000000000e+03,0.000000000000000000e+00,6.542819674280053732e-04,1.467615367141558713e-03,1.764636336373634048e-05,0.000000000000000000e+00,-2.842170943040400743e-14
3.800000000000000000e+01,2.542701064910324327e+00,1.871619556233789373e-04,6.810000000000000000e+02,2.042000000000000000e+03,0.000000000000000000e+00,4.512176670772305442e-04,1.472227812815636843e-03,1.787020713257543486e-05,0.000000000000000000e+00,-2.797762022055394482e-14
3.900000000000000000e+01,2.542514096659227008e+00,1.869682510951765550e-04,6.790000000000000000e+02,2.036000000000000000e+03,0.000000000000000000e+00,2.617026001843214544e-04,1.476847432494505369e-03,1.745055923836332461e-05,0.000000000000000000e+00,-2.975397705995419528e-14
4.000000000000000000e+01,2.542327319401991748e+00,1.867772572354415293e-04,6.770000000000000000e+02,2.030000000000000000e+03,0.000000000000000000e+00,8.578015793858639881e-05,1.481474225683034095e-03,1.759945165779754260e-05,0.000000000000000000e+00,-2.975397705995419528e-14
4.100000000000000000e+01,2.542140730530523474e+00,1.865888714663458466e-04,6.740000000000000000e+02,2.022000000000000000e+03,0.000000000000000000e+00,1.409601921253056389e-03,1.486101301059223646e-03,1.760323497633405212e-05,0.000000000000000000e+00,-3.153033389935444575e-14
4.200000000000000000e+01,2.541954327533034963e+00,1.864029974878471851e-04,6.720000000000000000e+02,2.016000000000000000e+03,0.000000000000000000e+00,1.265636033018324724e-03,1.490742407471354163e-03,1.798460566871401697e-05,0.000000000000000000e+00,-3.241851231905457098e-14
4.300000000000000000e+01,2.541768107988280345e+00,1.862195447503190186e-04,6.700000000000000000e+02,2.010000000000000000e+03,0.000000000000000000e+00,1.135400104985251346e-03,1.495390685799928218e-03,1.766131532613277803e-05,0.000000000000000000e+00,-3.685940441755519714e-14
4.400000000000000000e+01,2.541582069560251345e+00,1.860384280275384039e-04,6.680000000000000000e+02,2.004000000000000000e+03,0.000000000000000000e+00,1.018937520754548132e-03,1.500046135544690594e-03,1.770173188848874385e-05,0.000000000000000000e+00,-3.819167204710538499e-14
4.500000000000000000e+01,2.541396209993282085e+00,1.858595669684915753e-04,6.660000000000000000e+02,1.998000000000000000e+03,0.000000000000000000e+00,9.162916633229656327e-04,1.504708756204137937e-03,1.779656613869317342e-05,0.000000000000000000e+00,-3.907985046680551022e-14
4.600000000000000000e+01,2.541210527107561568e+00,1.856828857154837055e-04,6.640000000000000000e+02,1.992000000000000000e+03,0.000000000000000000e+00,8.275059133993067917e-04,1.509378547275527652e-03,1.786251977472240774e-05,0.000000000000000000e+00,-4.396483177515619900e-14
4.700000000000000000e+01,2.541025018795002310e+00,1.855083125602878730e-04,6.620000000000000000e+02,1.986000000000000000e+03,0.000000000000000000e+00,7.526236502997107891e-04,1.514055508254870310e-03,1.758621290881283748e-05,0.000000000000000000e+00,-4.307665335545607377e-14
4.800000000000000000e+01,2.540839683015368777e+00,1.853357796333189090e-04,6.600000000000000000e+02,1.980000000000000000e+03,0.000000000000000000e+00,6.916882522389755650e-04,1.518739638636933988e-03,1.756629348311148481e-05,0.000000000000000000e+00,-4.307665335545607377e-14
4.900000000000000000e+01,2.540654517792745093e+00,1.851652226218139887e-04,6.580000000000000000e+02,1.974000000000000000e+03,0.000000000000000000e+00,6.447430949449994841e-04,1.523430937915242530e-03,1.717071002590052819e-05,0.000000000000000000e+00,-4.485301019485632423e-14
5.000000000000000000e+01,2.540469521212233239e+00,1.849965805145548450e-04,6.560000000000000000e+02,1.968000000000000000e+03,0.000000000000000000e+00,6.118315531509210814e-04,1.528129405582078371e-03,1.771849792270629306e-05,0.000000000000000000e+00,-4.218847493575594854e-14
5.100000000000000000e+01,2.540284691416863083e+00,1.848297953692905186e-04,6.540000000000000000e+02,1.962000000000000000e+03,0.000000000000000000e+00,5.929969997708894880e-04,1.532835041128478848e-03,1.776671459830002022e-05,0.000000000000000000e+00,-4.307665335545607377e-14
5.200000000000000000e+01,2.540100026604756422e+00,1.846648121009653249e-04,6.520000000000000000e+02,1.956000000000000000e+03,0.000000000000000000e+00,5.882828060705946882e-04,1.537547844044239451e-03,1.748500470502677292e-05,0.000000000000000000e+00,-4.884981308350688778e-14
5.300000000000000000e+01,2.539915525026466447e+00,1.845015782883998061e-04,6.500000000000000000e+02,1.950000000000000000e+03,0.000000000000000000e+00,5.977323419514846137e-04,1.542267813817911658e-03,1.776274176489696605e-05,0.000000000000000000e+00,-5.062616992290713824e-14
5.400000000000000000e+01,2.539731184982470857e+00,1.843400439972859445e-04,6.480000000000000000e+02,1.944000000000000000e+03,0.000000000000000000e+00,6.213889752118006982e-04,1.546994949936804451e-03,1.744258079171936133e-05,0.000000000000000000e+00,-4.884981308350688778e-14
5.500000000000000000e+01,2.539547004820850606e+00,1.841801616182221844e-04,6.460000000000000000e+02,1.938000000000000000e+03,0.000000000000000000e+00,6.592960720013252285e-04,1.551729251886988003e-03,1.773891614103341598e-05,0.000000000000000000e+00,-5.062616992290713824e-14
5.600000000000000000e+01,2.539362982935128965e+00,1.840218857181090233e-04,6.440000000000000000e+02,1.932000000000000000e+03,0.000000000000000000e+00,7.114969974821860887e-04,1.556470719153282183e-03,1.770226732891467527e-05,0.000000000000000000e+00,-5.417888360170763917e-14
5.700000000000000000e+01,2.539179117762225157e+00,1.838651729031891236e-04,6.420000000000000000e+02,1.926000000000000000e+03,0.000000000000000000e+00,7.780351144717201350e-04,1.561219351219271089e-03,1.752775994076114050e-05,0.000000000000000000e+00,-5.506706202140776441e-14
5.800000000000000000e+01,2.538995407780529234e+00,1.837099816933712325e-04,6.400000000000000000e+02,1.920000000000000000e+03,0.000000000000000000e+00,8.589537844798655897e-04,1.565975147567295021e-03,1.796319547966898200e-05,0.000000000000000000e+00,-5.728750807065807749e-14
5.900000000000000000e+01,2.538811851508119055e+00,1.835562724060755635e-04,6.380000000000000000e+02,1.914000000000000000e+03,0.000000000000000000e+00,9.542963671549387072e-04,1.570738107678450266e-03,1.822511374446448586e-05,0.000000000000000000e+00,-6.172840016915870365e-14
6.000000000000000000e+01,2.538628447501069640e+00,1.834040070491428122e-04,6.360000000000000000e+02,1.908000000000000000e+03,0.000000000000000000e+00,1.064106220631799715e-03,1.575508231032593217e-03,1.767589218678829445e-05,0.000000000000000000e+00,-6.172840016915870365e-14
6.100000000000000000e+01,2.538445194431421470e+00,1.832530696528572687e-04,6.340000000000000000e+02,1.902000000000000000e+03,0.000000000000000000e+00,1.188426701112632600e-03,1.580285517108337987e-03,1.754127637868836817e-05,0.000000000000000000e+00,-5.728750807065807749e-14
6.200000000000000000e+01,2.538262091004934717e+00,1.831034264801995699e-04,6.320000000000000000e+02,1.896000000000000000e+03,0.000000000000000000e+00,1.327301163343008739e-03,1.585069965383056629e-03,1.774405225987569549e-05,0.000000000000000000e+00,-6.350475700855895411e-14
6.300000000000000000e+01,2.538079135881598170e+00,1.829551233360263141e-04,6.300000000000000000e+02,1.890000000000000000e+03,0.000000000000000000e+00,1.480772960519516346e-03,1.589861575332878483e-03,1.811612714066136571e-05,0.000000000000000000e+00,-6.439293542825907934e-14
6.400000000000000000e+01,2.537896327753744519e+00,1.828081278519020953e-04,6.290000000000000000e+02,1.886000000000000000e+03,0.000000000000000000e+00,5.421743762212827278e-05,1.594668005942020354e-03,1.812527497143659453e-05,0.000000000000000000e+00,-6.616929226765932981e-14
6.500000000000000000e+01,2.537713665344695002e+00,1.826624090460375409e-04,6.270000000000000000e+02,1.880000000000000000e+03,0.000000000000000000e+00,2.322079898817719368e-04,1.599473972317510487e-03,1.750013634928610485e-05,0.000000000000000000e+00,-6.927791673660976812e-14
6.600000000000000000e+01,2.537531147407568799e+00,1.825179371295681066e-04,6.250000000000000000e+02,1.874000000000000000e+03,0.000000000000000000e+00,4.249187652902719492e-04,1.604287098892891086e-03,1.726355695493275575e-05,0.000000000000000000e+00,-6.616929226765932981e-14
6.700000000000000000e+01,2.537348772724075552e+00,1.823746834897833381e-04,6.230000000000000000e+02,1.868000000000000000e+03,0.000000000000000000e+00,6.323931104645907908e-04,1.609107385139479582e-03,1.770380487636283092e-05,0.000000000000000000e+00,-6.972200594645983074e-14
6.800000000000000000e+01,2.537166540103476642e+00,1.822326205968486496e-04,6.210000000000000000e+02,1.863000000000000000e+03,0.000000000000000000e+00,8.546743708421900010e-04,1.613934830527347444e-03,1.784460411537534656e-05,0.000000000000000000e+00,-7.149836278586008120e-14
6.900000000000000000e+01,2.536984448381529589e+00,1.820917219439907836e-04,6.190000000000000000e+02,1.857000000000000000e+03,0.000000000000000000e+00,1.091805889103625304e-03,1.618769434525333187e-03,1.751658851404763097e-05,0.000000000000000000e+00,-7.460698725481051952e-14
7.000000000000000000e+01,2.536802496419534592e+00,1.819519619936905649e-04,6.170000000000000000e+02,1.851000000000000000e+03,0.000000000000000000e+00,1.343831006707318920e-03,1.623611196601031960e-03,1.763909257185862086e-05,0.000000000000000000e+00,-7.593925488436070736e-14
7.100000000000000000e+01,2.536620683103402829e+00,1.818133161277513251e-04,6.150000000000000000e+02,1.845000000000000000e+03,0.000000000000000000e+00,1.610793063392179647e-03,1.628460116220795985e-03,1.776535351695288044e-05,0.000000000000000000e+00,-7.993605777301127091e-14
7.200000000000000000e+01,2.536439007342744745e+00,1.816757606588615933e-04,6.140000000000000000e+02,1.841000000000000000e+03,0.000000000000000000e+00,2.594112646079338447e-04,1.633324132549221182e-03,1.806190098036738231e-05,0.000000000000000000e+00,-7.904787935331114568e-14
7.300000000000000000e+01,2.536257468070122201e+00,1.815392726202529083e-04,6.120000000000000000e+02,1.835000000000000000e+03,0.000000000000000000e+00,5.515139431082616284e-04,1.638187401138546575e-03,1.757745340870087172e-05,0.000000000000000000e+00,-8.171241461241152138e-14
7.400000000000000000e+01,2.536076064240242012e+00,1.814038298822998811e-04,6.100000000000000000e+02,1.830000000000000000e+03,0.000000000000000000e+00,8.586764131450763671e-04,1.643057825768607857e-03,1.780253871399247565e-05,0.000000000000000000e+00,-7.949196856316120829e-14
7.500000000000000000e+01,2.535894794829167243e+00,1.812694110713325066e-04,6.080000000000000000e+02,1.824000000000000000e+03,0.000000000000000000e+00,1.180942008232932494e-03,1.647935405900945345e-03,1.791358086839892917e-05,0.000000000000000000e+00,-8.304468224196170922e-14
7.600000000000000000e+01,2.535713658833633311e+00,1.811359955300371972e-04,6.060000000000000000e+02,1.818000000000000000e+03,0.000000000000000000e+00,1.518354059541593415e-03,1.652820140995866615e-03,1.777219973140421497e-05,0.000000000000000000e+00,-8.659739592076221015e-14
7.700000000000000000e+01,2.535532655270301472e+00,1.810035633307825764e-04,6.050000000000000000e+02,1.814000000000000000e+03,0.000000000000000000e+00,2.132357477933055634e-04,1.657720148760187008e-03,1.759613016011131210e-05,0.000000000000000000e+00,-8.792966355031239800e-14
7.800000000000000000e+01,2.535351783175163742e+00,1.808720951367726721e-04,6.030000000000000000e+02,1.808000000000000000e+03,0.000000000000000000e+00,5.761716194285781967e-04,1.662619228170655709e-03,1.782901541224107860e-05,0.000000000000000000e+00,-8.881784197001252323e-14
7.900000000000000000e+01,2.535171041602942932e+00,1.807415722185630024e-04,6.010000000000000000e+02,1.803000000000000000e+03,0.000000000000000000e+00,9.543767772868250177e-04,1.667525461022984542e-03,1.770958962700441345e-05,0.000000000000000000e+00,-9.103828801926283631e-14
8.000000000000000000e+01,2.534990429626472697e+00,1.806119764711975565e-04,5.990000000000000000e+02,1.797000000000000000e+03,0.000000000000000000e+00,1.347894546455563614e-03,1.672438846772668960e-03,1.740250080318524471e-05,0.000000000000000000e+00,-9.015010959956271108e-14
8.100000000000000000e+01,2.534809946336095798e+00,1.804832903751182915e-04,5.980000000000000000e+02,1.793000000000000000e+03,0.000000000000000000e+00,7.940060147859639983e-05,1.677367647875906056e-03,1.807571134036746455e-05,0.000000000000000000e+00,-9.192646643896296155e-14
8.200000000000000000e+01,2.534629590839094337e+00,1.803554969931223735e-04,5.960000000000000000e+02,1.787000000000000000e+03,0.000000000000000000e+00,4.987458336671579673e-04,1.682295374220737182e-03,1.761093904160490422e-05,0.000000000000000000e+00,-1.003641614261141513e-13
8.300000000000000000e+01,2.534449362259315386e+00,1.802285797826915252e-04,5.940000000000000000e+02,1.782000000000000000e+03,0.000000000000000000e+00,9.335264893337580361e-04,1.687230251928384470e-03,1.767009254583953753e-05,0.000000000000000000e+00,-9.636735853746358771e-14
8.400000000000000000e+01,2.534269259736541269e+00,1.801025227699629974e-04,5.920000000000000000e+02,1.776000000000000000e+03,0.000000000000000000e+00,1.383785885721522391e-03,1.692172280449544481e-03,1.811133860595395465e-05,0.000000000000000000e+00,-1.003641614261141513e-13
8.500000000000000000e+01,2.534089282426052137e+00,1.799773104911632992e-04,5.910000000000000000e+02,1.772000000000000000e+03,0.000000000000000000e+00,1.524374714847454015e-04,1.697129868692726171e-03,1.781284090729836841e-05,0.000000000000000000e+00,-9.858780458671390079e-14
8.600000000000000000e+01,2.533909429498107269e+00,1.798529279434323653e-04,5.890000000000000000e+02,1.766000000000000000e+03,0.000000000000000000e+00,6.288279328998669371e-04,1.702086234053805424e-03,1.758436056101826046e-05,0.000000000000000000e+00,-9.992007221626408864e-14
8.700000000000000000e+01,2.533729700137644869e+00,1.797293604616310568e-04,5.870000000000000000e+02,1.761000000000000000e+03,0.000000000000000000e+00,1.120819929326444253e-03,1.707049748680046540e-03,1.725146105872794425e-05,0.000000000000000000e+00,-1.008082506359642139e-13
8.800000000000000000e+01,2.533550093543770920e+00,1.796065938679207018e-04,5.850000000000000000e+02,1.755000000000000000e+03,0.000000000000000000e+00,1.628456772380104667e-03,1.712020412017335909e-03,1.723624315432834627e-05,0.000000000000000000e+00,-1.065814103640150279e-13
8.900000000000000000e+01,2.533370608929291556e+00,1.794846144793896714e-04,5.840000000000000000e+02,1.751000000000000000e+03,0.000000000000000000e+00,4.347749902962050328e-04,1.717006781139139137e-03,1.780165952515211673e-05,0.000000000000000000e+00,-1.065814103640150279e-13
9.000000000000000000e+01,2.533191245520453272e+00,1.793634088401384850e-04,5.820000000000000000e+02,1.746000000000000000e+03,0.000000000000000000e+00,9.688464566153243140e-04,1.721991777526321946e-03,1.786587483725002169e-05,0.000000000000000000e+00,-1.048050535246147774e-13
9.100000000000000000e+01,2.533012002556526365e+00,1.792429639211627537e-04,5.800000000000000000e+02,1.740000000000000000e+03,0.000000000000000000e+00,1.518685545306652784e-03,1.726983921062397870e-03,1.752859424613662119e-05,0.000000000000000000e+00,-1.105782132526655914e-13
9.200000000000000000e+01,2.532832879289383055e+00,1.791232671424768401e-04,5.790000000000000000e+02,1.736000000000000000e+03,0.000000000000000000e+00,3.523436793528844646e-04,1.731991881090598918e-03,1.804019675295529451e-05,0.000000000000000000e+00,-1.114663916723657167e-13
9.300000000000000000e+01,2.532653874983209263e+00,1.790043061693071609e-04,5.770000000000000000e+02,1.731000000000000000e+03,0.000000000000000000e+00,9.288414495784991232e-04,1.736998354865225977e-03,1.758704571561151570e-05,0.000000000000000000e+00,-1.159072837708663428e-13
9.400000000000000000e+01,2.532474988914227065e+00,1.788860689832689479e-04,5.750000000000000000e+02,1.725000000000000000e+03,0.000000000000000000e+00,1.521229603895335458e-03,1.742011974216356798e-03,1.772153707816220565e-05,0.000000000000000000e+00,-1.150191053511662176e-13
9.500000000000000000e+01,2.532296220370216400e+00,1.787685440071393238e-04,5.740000000000000000e+02,1.721000000000000000e+03,0.000000000000000000e+00,3.825099200014392409e-04,1.747041521730436373e-03,1.786159389636649347e-05,0.000000000000000000e+00,-1.185718190299667185e-13
9.600000000000000000e+01,2.532117568650352091e+00,1.786517198627128903e-04,5.720000000000000000e+02,1.716000000000000000e+03,0.000000000000000000e+00,1.001780791966666584e-03,1.752069468489659805e-03,1.754910760471086169e-05,0.000000000000000000e+00,-1.199040866595169064e-13
9.700000000000000000e+01,2.531939033064899203e+00,1.785355854537909806e-04,5.700000000000000000e+02,1.710000000000000000e+03,0.000000000000000000e+00,1.637064796085496710e-03,1.757104559242762560e-03,1.752905218539922876e-05,0.000000000000000000e+00,-1.190159082398167811e-13
9.800000000000000000e+01,2.531760612934775612e+00,1.784201301220885761e-04,5.690000000000000000e+02,1.706000000000000000e+03,0.000000000000000000e+00,5.262495358238084009e-04,1.762155690796948782e-03,1.802798591690544028e-05,0.000000000000000000e+00,-1.207922650792170316e-13
9.900000000000000000e+01,2.531582307591472070e+00,1.783053432983215409e-04,5.670000000000000000e+02,1.701000000000000000e+03,0.000000000000000000e+00,1.188640269703000740e-03,1.767205106108585451e-03,1.798716321654229749e-05,0.000000000000000000e+00,-1.256772463875677204e-13
1.000000000000000000e+02,2.531404116376715141e+00,1.781912147539102271e-04,5.660000000000000000e+02,1.697000000000000000e+03,0.000000000000000000e+00,9.489623218428278051e-05,1.772270637911849481e-03,1.753082032450882833e-05,0.000000000000000000e+00,-1.287858708565181587e-13
1.010000000000000000e+02,2.531226038642093279e+00,1.780777346222691673e-04,5.640000000000000000e+02,1.692000000000000000e+03,0.000000000000000000e+00,7.845382502296160965e-04,1.777334375944520945e-03,1.786803496343890849e-05,0.000000000000000000e+00,-1.283417816466680961e-13
1.020000000000000000e+02,2.531048073749023963e+00,1.779648930670995124e-04,5.620000000000000000e+02,1.686000000000000000e+03,0.000000000000000000e+00,1.490395569717861690e-03,1.782405255347051590e-03,1.782626973994745159e-05,0.000000000000000000e+00,-1.305622276959184092e-13
1.030000000000000000e+02,2.530870221068330483e+00,1.778526806932564442e-04,5.610000000000000000e+02,1.682000000000000000e+03,0.000000000000000000e+00,4.250191103807310355e-04,1.787492365501157452e-03,1.773222859253838408e-05,0.000000000000000000e+00,-1.310063169057684718e-13
1.040000000000000000e+02,2.530692479980098941e+00,1.777410882275067396e-04,5.590000000000000000e+02,1.677000000000000000e+03,0.000000000000000000e+00,1.158351687806202790e-03,1.792577564743635596e-03,1.748620703710111496e-05,0.000000000000000000e+00,-1.350031197944190353e-13
